,Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Tradenames,Manufacturers,Funding Details,Funding Texts,References,Correspondence Address,Editors,Publisher,Sponsors,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
0,,,,"Automatic rule-based checking of building designs, {eid: 70349429622, doi: 10.1016/j.autcon.2009.07.002}>, <BIM for public authorities: Basic research for the standardized implementation of BIM in the building permit process, {eid: 85073033386, doi: 10.1088/1755-1315/323/1/012102}>, <None",,,,,,,,,,,,,,,None,,,,,,,,None,,,,,,None,,,,,,,,,,,,,85199664264
1,,,,"A State-of-the-Art Review on the Integration of Building Information Modeling (BIM) and Geographic Information System (GIS), {eid: 85014918203, doi: 10.3390/ijgi6020053}>, <From Geotechnical Data to GeoBIM Models: Testing Strategies for an Ex-Industrial Site in Turin, {eid: 85172807488, doi: 10.3390/buildings13092343}>, <BIM- and GIS-Based Life-Cycle-Assessment Framework for Enhancing Eco Efficiency and Sustainability in the Construction Sector, {eid: 85185888364, doi: 10.3390/buildings14020360}>, <An integrated building information modeling (BIM)-based lifecycle-oriented framework for sustainable building design, {eid: 85139162343, doi: 10.1108/CI-02-2021-0011}>, <Asset Information Model Management-Based GIS/BIM Integration in Facility Management Contract, {eid: 85189030595, doi: 10.3390/su16062495}>, <None",,,,,,,,,,,,,,,None,,,,,,,,None,,,,,,None,,,,,,,,,,,,,38649094993
2,,,,"Building Information Modeling: Why? What? How?, {eid: 85083937880, doi: 10.1007/978-3-319-92862-3_1}>, <None",,,,,,,,,,,,,,,None,,,,,,,,None,,,,,,None,,,,,,,,,,,,,39349111005
3,,,,"Building information modelling framework: A research and delivery foundation for industry stakeholders, {eid: 59049095324, doi: 10.1016/j.autcon.2008.10.003}>, <Integration of Smart Cities and Building Information Modeling (BIM) for a Sustainability Oriented Business Model to Address Sustainable Development Goals, {eid: 85194464472, doi: 10.3390/buildings14051458}>, <A Unified Building Model for 3D Urban GIS, {eid: 84907326401, doi: 10.3390/ijgi1020120}>, <The PRISMA 2020 statement: An updated guideline for reporting systematic reviews Systematic reviews and Meta-Analyses, {eid: 85103451714, doi: 10.1136/bmj.n71}>, <Development of 3D spatial profiles to support the full lifecycle of 3D objects, {eid: 85091225580, doi: 10.1016/j.landusepol.2019.104177}>, <None",,,,,,,,,,,,,,,None,,,,,,,,None,,,,,,None,,,,,,,,,,,,,85191408262
4,,,,"Developing an efficient property valuation system using the LADM valuation information model: A Croatian case study, {eid: 85101872569, doi: 10.1016/j.landusepol.2021.105368}>, <None",,,,,,,,,,,,,,,None,,,,,,,,None,,,,,,None,,,,,,,,,,,,,85065668871
5,,,,"Implementation of 3D spatial planning through the integration of the standards, {eid: 85179350311, doi: 10.1111/tgis.13122}>, <None",,,,,,,,,,,,,,,None,,,,,,,,None,,,,,,None,,,,,,,,,,,,,85199591017
6,,,,"CityJSON: A compact and easy-to-use encoding of the CityGML data model, {eid: 85066870290, doi: 10.1186/s40965-019-0064-0}>, <None",,,,,,,,,,,,,,,None,,,,,,,,None,,,,,,None,,,,,,,,,,,,,85067448031
7,,,,"Digitalizing planning culture: A change towards information model-based planning in Finland, {eid: 85144757649, doi: 10.1016/j.jum.2022.12.001}>, <3D Land Administration: A Review and a Future Vision in the Context of the Spatial Development Lifecycle, {eid: 85081224434, doi: 10.3390/ijgi9020107}>, <Comprehensive analysis of BIM adoption: From narrow focus to holistic understanding, {eid: 85183966942, doi: 10.1016/j.autcon.2024.105301}>, <BIM Adoption around the World, {eid: 85188845375, doi: 10.54216/ijbes.040203}>, <Taxonomy for building permit system—Organizing knowledge for building permit digitalization, {eid: 85179625873, doi: 10.1016/j.aei.2023.102312}>, <BIM adoption in the AEC/FM industry—The case fo issuing building permits, {eid: 85093086920, doi: 10.3846/ijspm.2020.13676}>, <IFC models for semi-automating common planning checks for building permits, {eid: 85121129840, doi: 10.1016/j.autcon.2021.104097}>, <BIM-Based Automated Code Compliance Checking System in Malaysian Fire Safety Regulations: A User-Friendly Approach, {eid: 85163757918, doi: 10.3390/buildings13061404}>, <Digital approaches to construction compliance checking: Validating the suitability of an ecosystem approach to compliance checking, {eid: 85178233438, doi: 10.1016/j.aei.2023.102288}>, <Check and Validation of Building Information Models in Detailed Design Phase: A Check Flow to Pave the Way for BIM Based Renovation and Construction Processes, {eid: 85124046112, doi: 10.3390/buildings12020154}>, <None",,,,,,,,,,,,,,,None,,,,,,,,None,,,,,,None,,,,,,,,,,,,,85199628156
8,,,,"Construction 4.0, Industry 4.0, and Building Information Modeling (BIM) for Sustainable Building Development within the Smart City, {eid: 85137789085, doi: 10.3390/su141610028}>, <The information-related time loss on construction sites: A case study on two sites, {eid: 84923317378, doi: 10.5772/58444}>, <How to measure the benefits of BIM—A case study approach, {eid: 84860281943, doi: 10.1016/j.autcon.2012.02.008}>, <BIM-based simulation of construction robotics in the assembly process of wood frames, {eid: 85127209543, doi: 10.1016/j.autcon.2022.104194}>, <BIM Approach in Construction Safety—A Case Study on Preventing Falls from Height, {eid: 85123259457, doi: 10.3390/buildings12010073}>, <None",,,,,,,,,,,,,,,None,,,,,,,,None,,,,,,None,,,,,,,,,,,,,85199636068
